,freq_pvalue,pvalue,effect_size,gene_ids,feature_types,n_counts,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,clonally_expressed,normalized_effect_size
AC009226.1,820,0.8676654626976119,0.0007698249345304787,ENSG00000223725,Gene Expression,40.0,False,4,0.004419874,0.004410135,99.50738916256158,3.5889378,1.5236486,40,False,0.17417350494251116
AIF1L,881,0.8677434730194221,0.0016495125006575871,ENSG00000126878,Gene Expression,80.0,False,9,0.012532925,0.012455038,98.89162561576354,10.176735,2.4138343,79,False,0.13161432546346663
RITA1,878,0.8678808389049606,0.003419636282488578,ENSG00000139405,Gene Expression,259.0,False,31,0.03994956,0.03917221,96.18226600985221,32.43904,3.5097241,247,False,0.0855988500469668
USP25,882,0.8679236365749201,0.0009951839186602123,ENSG00000155313,Gene Expression,59.0,False,6,0.006960406,0.006936294,99.26108374384236,5.6518497,1.894895,59,False,0.14297785548960346
PBX1,861,0.8679703180910948,0.0011509229138623577,ENSG00000185630,Gene Expression,36.0,False,5,0.0069421013,0.006918116,99.38423645320196,5.6369863,1.892658,32,False,0.16578883914507697
ICE1,884,0.8679950700215318,0.004898678393004924,ENSG00000164151,Gene Expression,368.0,False,42,0.058404777,0.056762848,94.82758620689656,47.42468,3.8800097,353,False,0.08387461827499769
ABHD18,894,0.8680231683646331,0.0021748778070697777,ENSG00000164074,Gene Expression,147.0,False,18,0.02073813,0.020526024,97.78325123152709,16.839361,2.8814073,145,False,0.10487337871897845
IPO11,910,0.8680777157056603,0.001388386929443576,ENSG00000086200,Gene Expression,61.0,False,9,0.01062331,0.010567279,98.89162561576354,8.626127,2.264481,61,False,0.1306925017383221
PIEZO1,863,0.8680881400955172,0.005931601869302694,ENSG00000103335,Gene Expression,514.0,False,60,0.07733927,0.07449436,92.61083743842364,62.799488,4.155745,480,False,0.0766958613529955
ZDHHC8,894,0.8681622272311904,0.0014230586020995938,ENSG00000099904,Gene Expression,81.0,False,10,0.011607018,0.011540174,98.76847290640394,9.424899,2.344197,81,False,0.12260328754483456
CHRNE,884,0.8683479341510499,0.0014365767573518394,ENSG00000108556,Gene Expression,82.0,False,8,0.010734649,0.010677442,99.01477832512316,8.716536,2.2738292,80,False,0.13382614626302045
HIST1H3H,880,0.8683872158431017,0.0028856531547812453,ENSG00000278828,Gene Expression,162.0,False,22,0.029827928,0.029391728,97.29064039408867,24.220278,3.2276483,144,False,0.09674333189621918
HERC1,881,0.8683956385617313,0.0034642588179207012,ENSG00000103657,Gene Expression,298.0,False,28,0.038857765,0.03812181,96.55172413793103,31.552505,3.4828544,280,False,0.08915229102139648
WDSUB1,867,0.8684152275798528,0.00340463123993108,ENSG00000196151,Gene Expression,249.0,False,30,0.039750926,0.03898119,96.30541871921181,32.277752,3.504889,244,False,0.08564910470499715
MMP23B,748,0.8687371053357271,0.0009270067761267785,ENSG00000189409,Gene Expression,32.0,False,3,0.004759661,0.0047483696,99.63054187192118,3.8648448,1.5820348,28,False,0.1947631966478465
ZBTB25,882,0.8687453881248435,0.003175014255653523,ENSG00000089775,Gene Expression,202.0,False,27,0.034274306,0.033700027,96.67487684729063,27.830736,3.361442,195,False,0.09263540571518968
ZNF880,898,0.8687740956104784,0.001681982257393428,ENSG00000221923,Gene Expression,76.0,False,10,0.013791094,0.013696861,98.76847290640394,11.198368,2.5013022,71,False,0.12196148513231747
MFAP2,761,0.8691129037007543,0.0006877824157438721,ENSG00000117122,Gene Expression,12.0,False,3,0.0034016464,0.0033958738,99.63054187192118,2.762137,1.3249872,12,False,0.20219103833164542
GNB1L,861,0.8691369817782203,0.004638811181477284,ENSG00000185838,Gene Expression,302.0,False,45,0.057689324,0.056086645,94.45812807881774,46.84373,3.8679402,291,False,0.08041021905129929
BTN2A1,891,0.8693581701152087,0.002683514079419011,ENSG00000112763,Gene Expression,173.0,False,25,0.029074825,0.02866017,96.92118226600985,23.608759,3.2031024,168,False,0.09229682543028
MED27,883,0.869361551214151,0.004116536562045747,ENSG00000160563,Gene Expression,238.0,False,37,0.047961075,0.046846442,95.44334975369459,38.944393,3.6874883,236,False,0.08583078202805373
PLEKHA1,885,0.8693986292269271,0.0011992775037195542,ENSG00000107679,Gene Expression,125.0,False,9,0.009439398,0.009395125,98.89162561576354,7.6647906,2.1592677,123,False,0.12705021592730337
ZNF45,733,0.8694661775720589,0.0007029697241169499,ENSG00000124459,Gene Expression,22.0,False,3,0.0039676195,0.0039597694,99.63054187192118,3.2217069,1.4402395,21,False,0.17717669850401602
PXT1,888,0.8696437370102376,0.0008475327837315239,ENSG00000179165,Gene Expression,12.0,False,3,0.0042950357,0.0042858385,99.63054187192118,3.4875689,1.5013111,12,False,0.19732845936647045
RPUSD1,871,0.8698416308060521,0.004885784911946495,ENSG00000007376,Gene Expression,402.0,False,54,0.063937664,0.0619768,93.34975369458128,51.917385,3.9687319,386,False,0.07641481724297221
PCDHGC3,747,0.8698486272293235,0.0012111214363822245,ENSG00000240184,Gene Expression,26.0,False,3,0.0060695205,0.0060511753,99.63054187192118,4.9284506,1.7797629,26,False,0.19954153523340445
GTSE1,728,0.8701043491181022,0.0004499704190071207,ENSG00000075218,Gene Expression,74.0,False,3,0.002613395,0.002609986,99.63054187192118,2.1220767,1.1384984,49,False,0.17217849627527276
ATAD2,756,0.8701179313581933,0.0005953787061464665,ENSG00000156802,Gene Expression,99.0,False,3,0.002957351,0.0029529866,99.63054187192118,2.401369,1.2241781,69,False,0.20132162130043332
CYB5R4,872,0.8702697720660082,0.004394940424358909,ENSG00000065615,Gene Expression,320.0,False,40,0.052266188,0.050946113,95.07389162561576,42.440144,3.771384,303,False,0.08408764050725927
INO80C,879,0.8703376851755322,0.005692069321749399,ENSG00000153391,Gene Expression,380.0,False,59,0.07249539,0.06998808,92.73399014778325,58.86626,4.092113,363,False,0.07851628980095668
AC006460.2,780,0.8704264408522184,0.0007435578005026674,ENSG00000284052,Gene Expression,16.0,False,3,0.0034135042,0.0034076914,99.63054187192118,2.7717655,1.3275431,16,False,0.21782829375794666
RPS6KA1,877,0.8705411129901357,0.0010833226359526962,ENSG00000117676,Gene Expression,83.0,False,8,0.008069405,0.008037021,99.01477832512316,6.552357,2.0218596,82,False,0.13425061591946502
SLC2A1,887,0.8706029626609885,0.0027967002418045964,ENSG00000117394,Gene Expression,194.0,False,19,0.026864996,0.026510468,97.66009852216749,21.814377,3.1273909,164,False,0.10410201524216325
PSMD4,865,0.870649436932968,0.013872690277259458,ENSG00000159352,Gene Expression,1830.0,False,189,0.24883299,0.2222095,76.72413793103449,202.05238,5.313464,1531,False,0.05575100999956508
TAOK1,892,0.8709621322945038,0.003265842371539325,ENSG00000160551,Gene Expression,208.0,False,24,0.03439762,0.033819247,97.04433497536947,27.930868,3.3649092,203,False,0.09494384507831613
E2F5,883,0.870971600903252,0.0035094871352540913,ENSG00000133740,Gene Expression,326.0,False,35,0.042808928,0.041917965,95.6896551724138,34.76085,3.5768538,314,False,0.08198026281820578
AHSP,911,0.8710728578678112,0.0017815409395124694,ENSG00000169877,Gene Expression,3762.0,False,7,0.011820664,0.011751345,99.13793103448276,9.598379,2.360701,102,False,0.15071412105322357
AL162377.1,888,0.8711744335375027,0.0011447886564337501,ENSG00000231856,Gene Expression,68.0,False,7,0.007937569,0.007906232,99.13793103448276,6.4453063,2.0075839,68,False,0.14422408570482867
FAM72A,738,0.8712189640266002,0.00080649899176521,ENSG00000196550,Gene Expression,36.0,False,3,0.004433358,0.0044235596,99.63054187192118,3.5998867,1.5260316,36,False,0.18191605003067834
TMEM164,895,0.8712797717277541,0.0011780763829559084,ENSG00000157600,Gene Expression,39.0,False,6,0.007596743,0.007568033,99.26108374384236,6.1685553,1.9697042,38,False,0.15507651235734765
CNP,886,0.8713107053468101,0.005438240805854519,ENSG00000173786,Gene Expression,442.0,False,52,0.06911647,0.06683258,93.59605911330048,56.122578,4.0451994,400,False,0.07868226710990282
MRPS27,894,0.8714118072614128,0.002075045007577613,ENSG00000113048,Gene Expression,133.0,False,16,0.018466614,0.018298177,98.0295566502463,14.994891,2.7722695,128,False,0.11236737750577658
CARNMT1,885,0.8715901768099557,0.0028529660942813173,ENSG00000156017,Gene Expression,170.0,False,24,0.03040965,0.029956443,97.04433497536947,24.692636,3.2462044,166,False,0.09381778520936739
TNRC18,879,0.8720190564433735,0.0012581994747676295,ENSG00000182095,Gene Expression,76.0,False,8,0.008900497,0.008861121,99.01477832512316,7.2272034,2.1074462,76,False,0.14136283169375685
PRR3,893,0.872125590075241,0.003683878958752218,ENSG00000204576,Gene Expression,187.0,False,28,0.040546298,0.039745864,96.55172413793103,32.923595,3.5241108,185,False,0.09085611111267416
C1orf21,761,0.8721479396482457,0.0008742343285015764,ENSG00000116667,Gene Expression,27.0,False,3,0.0042127743,0.0042039254,99.63054187192118,3.4207728,1.4863145,26,False,0.20751985715463345
TMCO6,893,0.8722419557354124,0.0016457574603869589,ENSG00000113119,Gene Expression,83.0,False,11,0.012902309,0.012819784,98.64532019704434,10.476675,2.4403167,83,False,0.1275552644542283
GCH1,882,0.8723008422394383,0.0010867370337004304,ENSG00000131979,Gene Expression,39.0,False,5,0.006624277,0.006602433,99.38423645320196,5.378913,1.8529977,39,False,0.16405367685483283
IGHV7-81,886,0.8723967631738472,0.0025516739400084643,ENSG00000211979,Gene Expression,1515.0,False,19,0.025117334,0.024807079,97.66009852216749,20.395275,3.0631702,159,False,0.10159015850174764
TBC1D14,872,0.8724599868737921,0.003867857657000054,ENSG00000132405,Gene Expression,305.0,False,33,0.044088706,0.043144453,95.93596059113301,35.80003,3.6054986,287,False,0.08772898946443651
CNOT11,882,0.872536017434465,0.003450982680066203,ENSG00000158435,Gene Expression,186.0,False,32,0.03867857,0.0379493,96.05911330049261,31.407001,3.4783745,183,False,0.0892220818642235
PRRC1,868,0.8725753802169438,0.009915380312394445,ENSG00000164244,Gene Expression,861.0,False,106,0.14088133,0.13180105,86.94581280788178,114.395645,4.748367,767,False,0.07038108121381509
LY86-AS1,882,0.8726430073117643,0.001478764730211378,ENSG00000216863,Gene Expression,120.0,False,10,0.0120335,0.011961672,98.76847290640394,9.771202,2.376876,117,False,0.12288733598506608
EPB41L4A,885,0.872681010100939,0.0038047069062360633,ENSG00000129595,Gene Expression,195.0,False,33,0.04387485,0.042939607,95.93596059113301,35.626377,3.6007686,189,False,0.08671726569302117
LINC01465,751,0.872831928850824,0.0010023884318342002,ENSG00000221949,Gene Expression,28.0,False,3,0.005294235,0.00528027,99.63054187192118,4.2989187,1.6675028,27,False,0.18933584169804796
MIR497HG,869,0.8728620079252243,0.0012702718037383588,ENSG00000267532,Gene Expression,11.0,False,5,0.008431746,0.008396397,99.38423645320196,6.8465776,2.0600774,11,False,0.1506534767503412
C11orf98,889,0.8728801867932827,0.0027280860401891135,ENSG00000278615,Gene Expression,183.0,False,25,0.028354647,0.027960094,96.92118226600985,23.023973,3.1790524,178,False,0.09621301492537654
DAB2IP,883,0.8729015050554272,0.0013888941939768883,ENSG00000136848,Gene Expression,38.0,False,8,0.010305112,0.010252376,99.01477832512316,8.367751,2.237273,38,False,0.13477720215704375
KPNA4,879,0.872965701746268,0.002638592065771536,ENSG00000186432,Gene Expression,197.0,False,17,0.025775205,0.025448624,97.9064039408867,20.929466,3.0878313,195,False,0.10236939068226168
HMGA1P4,893,0.8730439291429759,0.002872862703540993,ENSG00000234705,Gene Expression,143.0,False,21,0.027666729,0.027290922,97.41379310344827,22.465384,3.1555262,137,False,0.10383817723442781
LIAS,892,0.8732502136336578,0.00209100733587771,ENSG00000121897,Gene Expression,137.0,False,17,0.019533878,0.01934554,97.9064039408867,15.861509,2.8250334,134,False,0.10704517122981559
ZC2HC1B,890,0.8732572562693584,0.001098308536412398,ENSG00000118491,Gene Expression,54.0,False,7,0.007606978,0.007578191,99.13793103448276,6.176866,1.9708629,54,False,0.144381714707565
NTNG1,904,0.8732632493261161,0.0011664373010167768,ENSG00000162631,Gene Expression,83.0,False,6,0.007488251,0.0074603534,99.26108374384236,6.08046,1.9573389,77,False,0.15576898666478506
CSDE1,873,0.8732755581633198,0.02076005274140108,ENSG00000009307,Gene Expression,3277.0,False,309,0.47427425,0.38816583,61.94581280788177,385.1107,5.9561243,2367,False,0.04377225378352361
TOR1AIP2,891,0.8733899852663061,0.005574194799681936,ENSG00000169905,Gene Expression,375.0,False,49,0.069380574,0.06707958,93.96551724137932,56.33703,4.048947,359,False,0.08034229877426448
LONRF1,912,0.8734669150149261,0.0019902924923117897,ENSG00000154359,Gene Expression,103.0,False,13,0.017319651,0.017171375,98.39901477832512,14.063557,2.7122784,101,False,0.1149152748789588
UBXN11,887,0.8735009553101605,0.002460112594382481,ENSG00000158062,Gene Expression,216.0,False,17,0.023011828,0.022751048,97.9064039408867,18.685604,2.9798875,197,False,0.10690644008540846
MBD4,874,0.8737294733364038,0.011009388832925016,ENSG00000129071,Gene Expression,1207.0,False,126,0.17178676,0.15852973,84.48275862068965,139.49084,4.9451423,1028,False,0.064087529985641
TSPAN5,894,0.8738294476573898,0.00414902315491382,ENSG00000168785,Gene Expression,190.0,False,32,0.04383355,0.04290004,96.05911330049261,35.592842,3.5998526,178,False,0.09465405263068499
UBASH3B,900,0.8738480145228991,0.001051432219539357,ENSG00000154127,Gene Expression,50.0,False,6,0.0070156776,0.0069911825,99.26108374384236,5.69673,1.9016194,48,False,0.1498689469923619
ALG9,877,0.8738881538265455,0.008118693675967265,ENSG00000086848,Gene Expression,697.0,False,88,0.117480665,0.11107674,89.16256157635468,95.3943,4.568447,641,False,0.06910663678310096
POLR2M,892,0.8738912901736758,0.002607478705084869,ENSG00000255529,Gene Expression,127.0,False,18,0.02402599,0.023741907,97.78325123152709,19.509104,3.0208688,126,False,0.10852742126487139
SUPV3L1,897,0.873945140125381,0.003377955945264001,ENSG00000156502,Gene Expression,246.0,False,27,0.034737717,0.03414798,96.67487684729063,28.207026,3.3744092,234,False,0.09724173612882728
LINC00598,768,0.8739751998011746,0.0006203681383525625,ENSG00000215483,Gene Expression,29.0,False,3,0.0031236687,0.0031188002,99.63054187192118,2.536419,1.2631146,29,False,0.1986024107462782
MS4A1,862,0.8740082726606835,0.0020185014669096384,ENSG00000156738,Gene Expression,129.0,False,4,0.010153931,0.010102726,99.50738916256158,8.244991,2.224082,69,False,0.1987901571928266
NOM1,892,0.8741050468820015,0.0019593916702340154,ENSG00000146909,Gene Expression,132.0,False,14,0.017396018,0.01724644,98.27586206896551,14.1255665,2.7163866,128,False,0.112634493737482
NAP1L4,880,0.874212404564116,0.009037322077012244,ENSG00000205531,Gene Expression,902.0,False,102,0.12990105,0.122130066,87.4384236453202,105.47965,4.667954,797,False,0.06957081541045337
CGGBP1,879,0.8742304158937324,0.010225119661262966,ENSG00000163320,Gene Expression,871.0,False,112,0.1518024,0.14132802,86.20689655172413,123.26356,4.822405,791,False,0.06735808706787415
EPS8,888,0.8743502866700557,0.002906670686185449,ENSG00000151491,Gene Expression,249.0,False,24,0.030209253,0.02976194,97.04433497536947,24.529913,3.2398508,243,False,0.09621789468389697
USP39,874,0.8744180255675528,0.0026881608065700627,ENSG00000168883,Gene Expression,269.0,False,28,0.029599138,0.029169539,96.55172413793103,24.0345,3.220255,263,False,0.09081888947282367
MCM3,909,0.8746052366052306,0.001349704931716409,ENSG00000112118,Gene Expression,172.0,False,9,0.009833213,0.009785182,98.89162561576354,7.984569,2.1955085,151,False,0.13725980914816588
MIS18A,887,0.8750340240623853,0.002189186977432006,ENSG00000159055,Gene Expression,140.0,False,16,0.019523788,0.019335644,98.0295566502463,15.853316,2.8245475,137,False,0.11212921130494424
TCTE3,762,0.875042924403207,0.0007533991367082897,ENSG00000184786,Gene Expression,28.0,False,3,0.0038222068,0.0038149208,99.63054187192118,3.103632,1.4118724,27,False,0.19711103703121155
ZNF213,877,0.8751974176877104,0.001239845668686056,ENSG00000085644,Gene Expression,64.0,False,7,0.008431137,0.008395793,99.13793103448276,6.8460827,2.0600145,61,False,0.14705557818757306
USE1,883,0.8752098820789698,0.011290786999549135,ENSG00000053501,Gene Expression,1177.0,False,128,0.17181426,0.1585532,84.23645320197043,139.51318,4.9453015,1029,False,0.06571507400576491
DICER1-AS1,911,0.8752827074199188,0.0010473211534530978,ENSG00000235706,Gene Expression,95.0,False,8,0.0076926947,0.007663257,99.01477832512316,6.246468,1.9805142,94,False,0.13614490099992071
WARS2,903,0.8752986736468751,0.0015337216733764883,ENSG00000116874,Gene Expression,140.0,False,11,0.012756487,0.012675809,98.64532019704434,10.358268,2.429946,139,False,0.1202307211020027
CRLS1,894,0.8753202545343615,0.004920251278898197,ENSG00000088766,Gene Expression,431.0,False,47,0.056993864,0.055428904,94.21182266009852,46.27902,3.8560667,409,False,0.08632949044736798
AL135999.1,747,0.8755015569800015,0.0007386587919699728,ENSG00000258727,Gene Expression,20.0,False,3,0.0038396535,0.003832301,99.63054187192118,3.1177986,1.4153187,20,False,0.19237642183005518
AP5M1,880,0.8755383343461214,0.004086368918952574,ENSG00000053770,Gene Expression,219.0,False,38,0.050367087,0.04913971,95.32019704433498,40.898075,3.73524,212,False,0.08113173010676537
ZDHHC21,906,0.8755574241004669,0.0015817818004935334,ENSG00000175893,Gene Expression,125.0,False,10,0.012180055,0.0121064745,98.76847290640394,9.890204,2.3878636,125,False,0.12986656116046943
SMARCA5,880,0.875618087616131,0.009975202761996982,ENSG00000153147,Gene Expression,926.0,False,106,0.14740176,0.13750005,86.94581280788178,119.69023,4.793227,826,False,0.06767356390032514
AL133477.2,770,0.8756228209791346,0.0007354389484815291,ENSG00000286835,Gene Expression,33.0,False,3,0.0036484948,0.0036418552,99.63054187192118,2.9625778,1.3768948,33,False,0.20157324637995516
CD86,915,0.8757918509267855,0.002483766283234049,ENSG00000114013,Gene Expression,152.0,False,12,0.020084564,0.019885529,98.52216748768473,16.308666,2.8512073,138,False,0.12366543418192853
NAB1,889,0.8758449817869465,0.0011479795965637588,ENSG00000138386,Gene Expression,48.0,False,6,0.007464173,0.007436454,99.26108374384236,6.0609083,1.9545738,48,False,0.15379863646615616
